station name,venue id,venue name,venue address,venue latitude,venue longitude,venue categories
Grunbach,4ce7b9e3678aa0937514e4ea,Ristorante La Casa,Bahnhofstr. 75,48.810700317312005,9.41998560704289,Italian Restaurant
Grunbach,504e01e1e4b09a4432993043,Remshalden - Grunbach,,48.81956467887269,9.41907059388719,Vineyard
Grunbach,4da74ea54b22cb9c5c20f62a,On The Train,,48.80931434808619,9.415612664761182,Unknown
Grunbach,4c73f6581b30a093ff4aeb09,KSK Geradstetten,,48.809571,9.443416,Unknown
Grunbach,4c4c7e7bf7cc1b8de9fc6741,Brassl,,48.810858,9.396799,Unknown
Grunbach,4c273b59905a0f47de8c6460,SV Remshalden,Rasenplatz,48.80533576011658,9.44400429725647,Unknown
Grunbach,549cd9a7498ebe84f49a6814,Club Privilege,Германия,48.80840198461505,9.38961800357076,Nightclub
Grunbach,4bd33243046076b0476a7571,Kultour In Der Fabrik,,48.81058752536774,9.420679807662964,Event Space
Weiler (R),5098dd01e4b01908113b9ef1,S Winterbach (b Schorndorf),Bahnhofstr. 1,48.798468603130885,9.481568619516475,Light Rail Station
Weiler (R),52a0f56911d24499579cbd4e,Hotel an der Rems,Stuttgarter Straße 77,48.804996,9.509562,Hotel
Weiler (R),5190a2bd498eb4804d460eeb,Burger Schloz Mercedes-Benz,Stuttgarter Straße 60,48.80553472060527,9.50951844467256,Auto Dealership
Weiler (R),50801da8e4b0efb1486184be,Weiler Metzgerei Fritz,,48.797744881649955,9.499374470867288,Food & Drink Shop
Weiler (R),4d21bfd50901721efd3c9da5,Larca,Waiblinger Str. 60,48.8068902449753,9.508847485759798,Outdoor Supply Store
Weiler (R),4d67b553052ea1cd50759d49,Aral,,48.805963,9.515203,Unknown
Weiler (R),516580dbe4b0132cf375d305,Raithle,,48.79911804199219,9.479541778564453,Men's Store
Weiler (R),500bf2efe4b0647ba565c7bf,Lotus,,48.80273629504835,9.523706916222727,Unknown
Weiler (R),518f73f1498eb31363b263e4,Gaststätte zum Stelios,,48.79920685397977,9.496377521320484,Gastropub
Weiler (R),4e7d8bf3cc218b2974ea1358,autohaus mucz,,48.7975071545495,9.50139437110272,Unknown
Winterbach,5098dd01e4b01908113b9ef1,S Winterbach (b Schorndorf),Bahnhofstr. 1,48.798468603130885,9.481568619516475,Light Rail Station
Winterbach,526997ff11d239b246e72103,Café Volapük,Bahnhofstr. 13,48.798701025313605,9.480889564407262,Café
Winterbach,4d0c72b1eea9b60c108d583f,Bäckerei Hetzinger,,48.799631424334336,9.479294013840633,Bakery
Winterbach,522e4b7793cd54873f90b39c,Freie Waldorfschule Engelberg,Rudolf-Steiner-Weg 4,48.79183557080084,9.467923157004911,General College & University
Winterbach,4ea3d4bc5c5cd12b363a7e11,Bäckerei Maurer,,48.798798407782265,9.479294013840633,Bakery
Winterbach,4dc1772b7d8bf48713c3042f,Rathaus Winterbach,,48.797249878170234,9.479209873654064,Government Building
Winterbach,568e6b9e498e1601e43c3e88,S Schorndorf/Weiler-Rems,,48.79845210189247,9.481802915598939,Light Rail Station
Winterbach,4ea3d51b9911214fd1686132,Michaelis Apotheke,,48.79930890895061,9.479049445342087,Pharmacy
Winterbach,5b0d1c698c35dc00399edebf,Pizzeria da Michele im Ratsstüble,Brunnengasse,48.799132656698816,9.478803277015686,Pizza Place
Winterbach,5d17868b6438030023087435,Gasthof Rats-Stüble,,48.799235,9.478807,Restaurant
Altbach,52462835498e71162c6eacd5,Bahnhof Altbach,,48.72075699012435,9.382175820029264,Platform
Altbach,4ceb5e03e888f04d8e2d526b,S Altbach,Bahnhofstr. 1,48.72031513346037,9.38256025314331,Light Rail Station
Altbach,50981d8be4b09283715877b7,AS Market,,48.72118144222812,9.38218675020308,Department Store
Altbach,4d5abebd8492a14326293727,Lidl,Kieswiesen 16,48.71850498413021,9.380900323897094,Supermarket
Altbach,4e5a210718388cd5cbac83ee,Schießhaus Altbach,In der Hart 1,48.72127146279236,9.383601307165623,German Restaurant
Altbach,5022d0d8e4b0ee4c5bad4536,Victory,,48.72390397871883,9.37874170296281,Pub
Altbach,4cedf876f368b1f720717ef7,Pfiff,Esslinger Straße 81,48.72466660685142,9.3808881483453,Pub
Altbach,4f5f4321e4b04154fb6b1d80,schreinerei Hlawatsch,,48.72123055743849,9.387172315719614,Factory
Altbach,4d11a894b69f224b938b7a55,Schrott Bosch,,48.72117760747069,9.387456384148146,Unknown
Altbach,4c4d74fcd667d13aabfada9e,Shell,Seewiesenweg 5,48.714971058199666,9.377514398710668,Gas Station
Mettingen,4dc93d1e7d8bfc509059576d,S Esslingen-Mettingen,Cannstatter Str. 61,48.74697227635186,9.27573318899185,Light Rail Station
Mettingen,5f4825fe5c783a0b4b8ebfb9,Neckastüble,,48.747693,9.27644,Pub
Mettingen,4cc98d4bd54fa1cd54233829,Judo KSV Esslingen 1894 e.V.,Auenweg 21,48.74570925379067,9.273919187672636,Gym / Fitness Center
Mettingen,51a0c8ae498e5fd3ea0accc6,Liebfrauenkirche - Evangelische Kirchengemeinde Esslingen-Mettingen,Schenkenbergstraße 68,48.746761606130455,9.278457915385161,Church
Mettingen,4dee3965e4cd032b189cd1e8,Zahnarztpraxis Kraemer,Cannstatter Straße 60,48.747069481597514,9.275647867826358,Dentist's Office
